web-scraper-order,address_raw,lat,lon,id,brand,geometry,closest_sup_geom,distance
1662023761-941,"Am Wasser 161, 8049 Zürich, ZH",47.3994369506836,8.495816230773926,267344304,ALDI,POINT (8.495816230773926 47.3994369506836),POINT (8.4965956 47.3883215),1225.485674413512
1662023786-1149,"Freudenbergstrasse 94, 8044 Zürich, ZH",47.38413238525391,8.55653190612793,765567648,ALDI,POINT (8.55653190612793 47.38413238525391),POINT (8.5376871 47.3737558),2385.9588379044026
1662023755-909,"Lavaterstr. 63, 8002 Zürich, ZH",47.36137771606445,8.53333854675293,765567648,ALDI,POINT (8.53333854675293 47.36137771606445),POINT (8.5376871 47.3737558),1444.4714413196843
1662023714-590,"Meientalstrasse 65, 8048 Zürich, ZH",47.385841369628906,8.478418350219727,267344304,ALDI,POINT (8.478418350219727 47.385841369628906),POINT (8.4965956 47.3883215),2039.5388548950161
1662023801-1270,"Affolternstrasse 154, 8050 Zürich, ZH",47.4113655090332,8.532044410705566,482763774,ALDI,POINT (8.532044410705566 47.4113655090332),POINT (8.5390336 47.4137334),819.621704949125
1662023786-1131,"Seestrasse 361, 8038 Zürich, ZH",47.345306396484375,8.533795356750488,75749133,ALDI,POINT (8.533795356750488 47.345306396484375),POINT (8.5306007 47.3409666),594.9197794169539
1662023730-716,"Hohlstr. 509, 8048 Zürich, ZH",47.388973236083984,8.493876457214355,267344304,ALDI,POINT (8.493876457214355 47.388973236083984),POINT (8.4965956 47.3883215),310.7341725824775
1662023798-1239,"Feldblumenstrasse 10, 8048 Zürich, ZH",47.38809967041016,8.482545852661133,267344304,ALDI,POINT (8.482545852661133 47.38809967041016),POINT (8.4965956 47.3883215),1562.4510958103256
1662023695-453,"Letzigraben 171, 8047 Zürich, ZH",47.37362289428711,8.495223999023438,4868938542,ALDI,POINT (8.495223999023438 47.37362289428711),POINT (8.4978671 47.3838311),1160.4755471876024
1662023695-436,"Fritz Fleiner-Weg 11, 8044 Zürich, ZH",47.38129806518555,8.56221866607666,765567648,ALDI,POINT (8.56221866607666 47.38129806518555),POINT (8.5376871 47.3737558),2851.073777748339
1662023786-1150,"Uhlandstrasse 6, 8037 Zürich, ZH",47.39446640014648,8.5289306640625,4423175779,ALDI,POINT (8.5289306640625 47.39446640014648),POINT (8.5332829 47.3808159),1577.1560062312633
1662023714-581,"Frohburgstrasse 303, 8057 Zürich, ZH",47.40309143066406,8.557792663574219,1052078781,ALDI,POINT (8.557792663574219 47.40309143066406),POINT (8.5568084 47.4193147),1787.2171408547997
1662023807-1317,"Hätzlergasse 28, 8048 Zürich, ZH",47.39047622680664,8.468478202819824,1287601534,ALDI,POINT (8.468478202819824 47.39047622680664),POINT (8.4593802 47.3986111),1350.5317627112843
1662023701-483,"8048 Zürich, ZH",47.38191604614258,8.482671737670898,267344304,ALDI,POINT (8.482671737670898 47.38191604614258),POINT (8.4965956 47.3883215),1700.9899962048044
1662023810-1322,"8001 Zürich, ZH",47.368934631347656,8.54139232635498,765567648,ALDI,POINT (8.54139232635498 47.368934631347656),POINT (8.5376871 47.3737558),671.4171237990355
1662023795-1221,"Carmenstrasse 16, 8032 Zürich, ZH",47.369754791259766,8.561036109924316,765567648,ALDI,POINT (8.561036109924316 47.369754791259766),POINT (8.5376871 47.3737558),2633.302826979705
1662023801-1263,"Forsterstrasse, 8044 Zürich, ZH",47.38007736206055,8.564464569091797,765567648,ALDI,POINT (8.564464569091797 47.38007736206055),POINT (8.5376871 47.3737558),3057.5804071163366
1662023727-676,"Im Trichtisal 7, 8053 Zürich, ZH",47.35511779785156,8.603344917297363,2857736035,ALDI,POINT (8.603344917297363 47.35511779785156),POINT (8.5918795 47.405948),5732.1208030211355
1662023780-1096,"Staffelstrasse 13, 8045 Zürich, ZH",47.36064529418945,8.52066707611084,765567648,ALDI,POINT (8.52066707611084 47.36064529418945),POINT (8.5376871 47.3737558),2379.1184341135995
1662023733-742,"Giessereistrasse 12, 8005 Zürich, ZH",47.39022064208984,8.518072128295898,4423175779,ALDI,POINT (8.518072128295898 47.39022064208984),POINT (8.5332829 47.3808159),1982.4927804757933
1662023707-529,"Rebgasse 8, 8004 Zürich, ZH",47.374168395996094,8.530760765075684,765567648,ALDI,POINT (8.530760765075684 47.374168395996094),POINT (8.5376871 47.3737558),771.5085275068666
1662023733-734,"Fellenbergstrasse 319, 8047 Zürich, ZH",47.3751335144043,8.487833023071289,4868938542,ALDI,POINT (8.487833023071289 47.3751335144043),POINT (8.4978671 47.3838311),1469.6281613158242
1662023723-662,"Bucheggstrasse 157, 8057 Zürich, ZH",47.39902114868164,8.540755271911621,482763774,ALDI,POINT (8.540755271911621 47.39902114868164),POINT (8.5390336 47.4137334),1629.0774135297654
1662023795-1220,"Grimselstrasse 19, 8048 Zürich, ZH",47.385684967041016,8.489228248596191,267344304,ALDI,POINT (8.489228248596191 47.385684967041016),POINT (8.4965956 47.3883215),869.0120385325637
1662023813-1364,"Viktoriastrasse 29, 8057 Zürich, ZH",47.40406799316406,8.55045223236084,482763774,ALDI,POINT (8.55045223236084 47.40406799316406),POINT (8.5390336 47.4137334),1655.8073204422242
1662023736-764,"Gladbachstr. 120, 8044 Zürich, ZH",47.37733840942383,8.558547019958496,765567648,ALDI,POINT (8.558547019958496 47.37733840942383),POINT (8.5376871 47.3737558),2352.732707590839
1662023793-1195,"Schaffhauserstrasse 456, 8052 Zürich, ZH",47.41805267333984,8.546833038330078,482763774,ALDI,POINT (8.546833038330078 47.41805267333984),POINT (8.5390336 47.4137334),988.795352132662
1662023752-879,"Badenerstrasse  250, 8004 Zürich, ZH",47.3759880065918,8.516037940979004,4423175779,ALDI,POINT (8.516037940979004 47.3759880065918),POINT (8.5332829 47.3808159),1989.6901900412736
1662023777-1058,"Hardturmstr. 5, 8005 Zürich, ZH",47.39119338989258,8.519919395446777,4423175779,ALDI,POINT (8.519919395446777 47.39119338989258),POINT (8.5332829 47.3808159),1873.5869627943227
1662023786-1137,"Glatttalstrasse 106, 8052 Zürich, ZH",47.43009185791016,8.54483699798584,1052078781,ALDI,POINT (8.54483699798584 47.43009185791016),POINT (8.5568084 47.4193147),1782.222109166169
1662023739-787,"Langgrütstrasse 104, 8047 Zürich, ZH",47.373294830322266,8.495368003845215,4868938542,ALDI,POINT (8.495368003845215 47.373294830322266),POINT (8.4978671 47.3838311),1191.5770284512762
1662023723-666,"8001 Zürich, ZH",47.368934631347656,8.54139232635498,765567648,ALDI,POINT (8.54139232635498 47.368934631347656),POINT (8.5376871 47.3737558),671.4171237990355
1662023807-1311,"Schaffhauserstrasse 473, 8052 Zürich, ZH",47.420040130615234,8.548195838928223,1052078781,ALDI,POINT (8.548195838928223 47.420040130615234),POINT (8.5568084 47.4193147),960.9893699129597
1662023761-944,"Am Wasser 161, 8049 Zürich, ZH",47.3994369506836,8.495816230773926,267344304,ALDI,POINT (8.495816230773926 47.3994369506836),POINT (8.4965956 47.3883215),1225.485674413512
1662023804-1296,"Nordstrasse 135, 8037 Zürich, ZH",47.39029312133789,8.533413887023926,4423175779,ALDI,POINT (8.533413887023926 47.39029312133789),POINT (8.5332829 47.3808159),1042.2545784442252
1662023692-412,"Im Isengrind 11, 8046 Zürich, ZH",47.42313766479492,8.511916160583496,482763774,ALDI,POINT (8.511916160583496 47.42313766479492),POINT (8.5390336 47.4137334),3187.731831654921
1662023701-494,"Herrligweg 9, 8048 Zürich, ZH",47.389892578125,8.484477996826172,267344304,ALDI,POINT (8.484477996826172 47.389892578125),POINT (8.4965956 47.3883215),1358.4488368323543
1662023749-856,"Flobotstrasse 2, 8044 Zürich, ZH",47.37957763671875,8.570284843444824,765567648,ALDI,POINT (8.570284843444824 47.37957763671875),POINT (8.5376871 47.3737558),3680.7986326444807
1662023795-1219,"Maneggplatz 16, 8041 Zürich, ZH",47.339881896972656,8.520716667175293,75749133,ALDI,POINT (8.520716667175293 47.339881896972656),POINT (8.5306007 47.3409666),1105.5081351342146
1662023736-751,"Hinterbergstrasse 106, 8044 Zürich, ZH",47.3851318359375,8.559892654418945,765567648,ALDI,POINT (8.559892654418945 47.3851318359375),POINT (8.5376871 47.3737558),2767.9299425522913
1662023771-1013,"Mühlebachstr. 28, 8008 Zürich, ZH",47.3648567199707,8.550126075744629,765567648,ALDI,POINT (8.550126075744629 47.3648567199707),POINT (8.5376871 47.3737558),1694.304804668416
1662023786-1152,"Widmerstrasse 19, 8038 Zürich, ZH",47.337650299072266,8.53615665435791,75749133,ALDI,POINT (8.53615665435791 47.337650299072266),POINT (8.5306007 47.3409666),717.3953953673247
1662023789-1174,"Albisstrasse 118, 8038 Zürich, ZH",47.33719253540039,8.52980899810791,75749133,ALDI,POINT (8.52980899810791 47.33719253540039),POINT (8.5306007 47.3409666),424.2486229730844
1662023752-880,"Badenerstrasse 250, 8004 Zürich, ZH",47.3759880065918,8.516037940979004,4423175779,ALDI,POINT (8.516037940979004 47.3759880065918),POINT (8.5332829 47.3808159),1989.6901900412736
1662023789-1165,"Im Altried 1f, 8051 Zürich, ZH",47.40413284301758,8.59100341796875,2857736035,ALDI,POINT (8.59100341796875 47.40413284301758),POINT (8.5918795 47.405948),222.07789255548303
1662023749-847,"Jenatschstrasse 5, 8002 Zürich, ZH",47.364044189453125,8.53388786315918,765567648,ALDI,POINT (8.53388786315918 47.364044189453125),POINT (8.5376871 47.3737558),1148.4436516647645
1662023771-1009,"Dörflistrasse  112, 8050 Zürich, ZH",47.41082382202149,8.547832489013672,482763774,ALDI,POINT (8.547832489013672 47.41082382202149),POINT (8.5390336 47.4137334),1029.3747248362295
1662023755-912,"Austrasse 27, 8045 Zürich, ZH",47.36555099487305,8.519927024841309,765567648,ALDI,POINT (8.519927024841309 47.36555099487305),POINT (8.5376871 47.3737558),2171.1743471599743
1662023742-812,"Pfingstweidstrasse 98, 8005 Zürich, ZH",47.39064025878906,8.51033878326416,267344304,ALDI,POINT (8.51033878326416 47.39064025878906),POINT (8.4965956 47.3883215),1549.3015680817216
1662023761-950,"Albisstrasse 170, 8038 Zürich, ZH",47.3330307006836,8.529637336730957,75749133,ALDI,POINT (8.529637336730957 47.3330307006836),POINT (8.5306007 47.3409666),879.2203335328751
1662023774-1055,"Uhlandstrasse 6, 8037 Zürich, ZH",47.39446640014648,8.5289306640625,4423175779,ALDI,POINT (8.5289306640625 47.39446640014648),POINT (8.5332829 47.3808159),1577.1560062312633
1662023742-799,"8048 Zürich, ZH",47.38191604614258,8.482671737670898,267344304,ALDI,POINT (8.482671737670898 47.38191604614258),POINT (8.4965956 47.3883215),1700.9899962048044
1662023755-890,"Seefeldstr. 168, 8008 Zürich, ZH",47.35554504394531,8.556349754333496,765567648,ALDI,POINT (8.556349754333496 47.35554504394531),POINT (8.5376871 47.3737558),2883.7909682741306
1662023783-1110,"Grosswiesenstrasse 22, 8051 Zürich, ZH",47.403358459472656,8.583616256713867,2857736035,ALDI,POINT (8.583616256713867 47.403358459472656),POINT (8.5918795 47.405948),961.9318031423443
1662023742-801,"Albisriederplatz 1, 8003 Zürich, ZH",47.37791061401367,8.510482788085938,4868938542,ALDI,POINT (8.510482788085938 47.37791061401367),POINT (8.4978671 47.3838311),1546.533909303871
1662023723-654,"8046 Zürich, ZH",47.42034149169922,8.502178192138672,267344304,ALDI,POINT (8.502178192138672 47.42034149169922),POINT (8.4965956 47.3883215),3575.6534735062237
1662023777-1067,"Wehntalerstrasse 286, 8046 Zürich, ZH",47.41147232055664,8.525978088378906,482763774,ALDI,POINT (8.525978088378906 47.41147232055664),POINT (8.5390336 47.4137334),1472.8451969229986
1662023813-1357,"Herrligweg 9, 8048 Zürich, ZH",47.389892578125,8.484477996826172,267344304,ALDI,POINT (8.484477996826172 47.389892578125),POINT (8.4965956 47.3883215),1358.4488368323543
1662023714-584,"8001 Zürich, ZH",47.368934631347656,8.54139232635498,765567648,ALDI,POINT (8.54139232635498 47.368934631347656),POINT (8.5376871 47.3737558),671.4171237990355
1662023771-1030,"Parkring 57, 8002 Zürich, ZH",47.36673355102539,8.528434753417969,765567648,ALDI,POINT (8.528434753417969 47.36673355102539),POINT (8.5376871 47.3737558),1286.3682225351117
1662023755-901,"Seestrasse 412, 8038 Zürich, ZH",47.34281921386719,8.535778999328613,75749133,ALDI,POINT (8.535778999328613 47.34281921386719),POINT (8.5306007 47.3409666),610.7769884193507
1662023767-1008,"Langwiesstrasse, 8050 Zürich, ZH",47.41059875488281,8.53764533996582,482763774,ALDI,POINT (8.53764533996582 47.41059875488281),POINT (8.5390336 47.4137334),377.6809732691295
1662023714-594,"8053 Zürich, ZH",47.35861587524414,8.578998565673828,765567648,ALDI,POINT (8.578998565673828 47.35861587524414),POINT (8.5376871 47.3737558),4885.974143323802
1662023807-1315,"Witikonerstrasse 297, 8053 Zürich, ZH",47.35947799682617,8.585931777954102,2857736035,ALDI,POINT (8.585931777954102 47.35947799682617),POINT (8.5918795 47.405948),5151.905677775407
1662023730-710,"Soodstrasse 88, 8041 Zürich, ZH",47.325828552246094,8.518373489379883,8062028222,ALDI,POINT (8.518373489379883 47.325828552246094),POINT (8.5210608 47.3161717),1103.18394241391
1662023723-658,"Letzigraben 120, 8047 Zürich, ZH",47.37661361694336,8.497147560119629,4868938542,ALDI,POINT (8.497147560119629 47.37661361694336),POINT (8.4978671 47.3838311),797.7596620418752
1662023717-624,"Seestrasse 412, 8038 Zürich, ZH",47.34281921386719,8.535778999328613,75749133,ALDI,POINT (8.535778999328613 47.34281921386719),POINT (8.5306007 47.3409666),610.7769884193507
1662023739-791,"Badenerstrasse  250, 8004 Zürich, ZH",47.3759880065918,8.516037940979004,4423175779,ALDI,POINT (8.516037940979004 47.3759880065918),POINT (8.5332829 47.3808159),1989.6901900412736
1662023795-1216,"Ziegelstrasse 20, 8038 Zürich, ZH",47.340782165527344,8.52829647064209,75749133,ALDI,POINT (8.52829647064209 47.340782165527344),POINT (8.5306007 47.3409666),257.0200607552978
1662023736-747,"8052 Zürich, ZH",47.41648864746094,8.548842430114746,1052078781,ALDI,POINT (8.548842430114746 47.41648864746094),POINT (8.5568084 47.4193147),938.7025534681957
1662023777-1077,"Soodstrasse 90, 8041 Zürich, ZH",47.32560729980469,8.51819896697998,8062028222,ALDI,POINT (8.51819896697998 47.32560729980469),POINT (8.5210608 47.3161717),1085.3137406538165
1662023686-362,"Hofwiesenstrasse 135, 8057 Zürich, ZH",47.39908981323242,8.532793998718262,482763774,ALDI,POINT (8.532793998718262 47.39908981323242),POINT (8.5390336 47.4137334),1753.3680329554797
1662023804-1295,"Wiesliacher 16, 8053 Zürich, ZH",47.354740142822266,8.599199295043945,2857736035,ALDI,POINT (8.599199295043945 47.354740142822266),POINT (8.5918795 47.405948),5688.627297872006
1662023711-558,"Staffelstrasse 13, 8045 Zürich, ZH",47.36064529418945,8.52066707611084,765567648,ALDI,POINT (8.52066707611084 47.36064529418945),POINT (8.5376871 47.3737558),2379.1184341135995
1662023780-1099,"Grosswiesenstrasse 2, 8051 Zürich, ZH",47.4034423828125,8.582525253295898,2857736035,ALDI,POINT (8.582525253295898 47.4034423828125),POINT (8.5918795 47.405948),1076.0088895267022
1662023695-455,"Kasernenstrasse 11, 8004 Zürich, ZH",47.37397003173828,8.531791687011719,765567648,ALDI,POINT (8.531791687011719 47.37397003173828),POINT (8.5376871 47.3737558),655.963166252056
1662023783-1128,"Zwinglistrasse 35, 8004 Zürich, ZH",47.37862396240234,8.527950286865234,4423175779,ALDI,POINT (8.527950286865234 47.37862396240234),POINT (8.5332829 47.3808159),640.0775643956763
1662023707-546,"Rigistr. 52, 8006 Zürich, ZH",47.384803771972656,8.550923347473145,765567648,ALDI,POINT (8.550923347473145 47.384803771972656),POINT (8.5376871 47.3737558),1908.4159383542092
1662023755-889,"Schwandenholzstrasse 232, 8046 Zürich, ZH",47.42425537109375,8.521562576293945,482763774,ALDI,POINT (8.521562576293945 47.42425537109375),POINT (8.5390336 47.4137334),2261.149876461218
1662023758-915,"Walchestr. 25, 8006 Zürich, ZH",47.381141662597656,8.541439056396484,4423175779,ALDI,POINT (8.541439056396484 47.381141662597656),POINT (8.5332829 47.3808159),907.6303829161182
1662023745-832,"Calandastrasse 3, 8048 Zürich, ZH",47.38764953613281,8.489997863769531,267344304,ALDI,POINT (8.489997863769531 47.38764953613281),POINT (8.4965956 47.3883215),737.347378320925
1662023701-488,"8006 Zürich, ZH",47.39287567138672,8.551520347595215,4423175779,ALDI,POINT (8.551520347595215 47.39287567138672),POINT (8.5332829 47.3808159),2423.012614416563
1662023689-395,"Billeterstrasse 15, 8044 Zürich, ZH",47.37915802001953,8.566191673278809,765567648,ALDI,POINT (8.566191673278809 47.37915802001953),POINT (8.5376871 47.3737558),3224.747425163619
1662023801-1262,"Giacomettistrasse 17, 8049 Zürich, ZH",47.40287399291992,8.505340576171875,267344304,ALDI,POINT (8.505340576171875 47.40287399291992),POINT (8.4965956 47.3883215),1872.6421763075327
1662023752-871,"Kreuzstrasse 64, 8008 Zürich, ZH",47.36457824707031,8.552704811096191,765567648,ALDI,POINT (8.552704811096191 47.36457824707031),POINT (8.5376871 47.3737558),1951.1445683969637
1662023758-933,"Eggbühlstrasse 1, 8050 Zürich, ZH",47.41617584228516,8.544777870178223,482763774,ALDI,POINT (8.544777870178223 47.41617584228516),POINT (8.5390336 47.4137334),692.9019127774799
1662023695-445,"Eibenstrasse 6, 8045 Zürich, ZH",47.36368560791016,8.521366119384766,765567648,ALDI,POINT (8.521366119384766 47.36368560791016),POINT (8.5376871 47.3737558),2125.9828232937825
1662023755-905,"Butzenstrasse 2, 8038 Zürich, ZH",47.34154510498047,8.530033111572266,75749133,ALDI,POINT (8.530033111572266 47.34154510498047),POINT (8.5306007 47.3409666),89.61104361231186
1662023795-1223,"Eggbühlstrasse 24, 8050 Zürich, ZH",47.41639709472656,8.543224334716797,482763774,ALDI,POINT (8.543224334716797 47.41639709472656),POINT (8.5390336 47.4137334),550.3982599247157
1662023701-482,"Limmatquai 70, 8001 Zürich, ZH",47.37271881103516,8.542970657348633,765567648,ALDI,POINT (8.542970657348633 47.37271881103516),POINT (8.5376871 47.3737558),598.4684994335365
1662023733-740,"Affolternstrasse 103, 8050 Zürich, ZH",47.41026306152344,8.536553382873535,482763774,ALDI,POINT (8.536553382873535 47.41026306152344),POINT (8.5390336 47.4137334),470.8324899223194
1662023793-1182,"Zürcherstrasse 5, 8102 Oberengstringen, ZH",47.405029296875,8.47723388671875,1287601534,ALDI,POINT (8.47723388671875 47.405029296875),POINT (8.4593802 47.3986111),2107.0017237895895
1662023767-994,"Forchstr. 26, 8008 Zürich, ZH",47.363990783691406,8.556114196777344,765567648,ALDI,POINT (8.556114196777344 47.363990783691406),POINT (8.5376871 47.3737558),2313.3015206047835
1662023739-789,"Langgrütstrasse 96, 8047 Zürich, ZH",47.37327575683594,8.495824813842773,4868938542,ALDI,POINT (8.495824813842773 47.37327575683594),POINT (8.4978671 47.3838311),1182.8225996587987
1662023774-1053,"Scheffelstrasse 11, 8037 Zürich, ZH",47.39439010620117,8.529122352600098,4423175779,ALDI,POINT (8.529122352600098 47.39439010620117),POINT (8.5332829 47.3808159),1562.730728083887
1662023695-456,"8005 Zürich, ZH",47.38420486450195,8.531729698181152,4423175779,ALDI,POINT (8.531729698181152 47.38420486450195),POINT (8.5332829 47.3808159),410.73976011268024
1662023789-1167,"Magdalenenstrasse 9, 8050 Zürich, ZH",47.40725326538086,8.551426887512207,1052078781,ALDI,POINT (8.551426887512207 47.40725326538086),POINT (8.5568084 47.4193147),1454.9983842994536
1662023767-988,"Kreuzstrasse 55, 8008 Zürich, ZH",47.364540100097656,8.552120208740234,765567648,ALDI,POINT (8.552120208740234 47.364540100097656),POINT (8.5376871 47.3737558),1898.0447715539608
1662023742-803,"Emil Oprecht-Str. 1, 8050 Zürich, ZH",47.41197967529297,8.541033744812012,482763774,ALDI,POINT (8.541033744812012 47.41197967529297),POINT (8.5390336 47.4137334),294.3686213741147
1662023704-517,"Schaffhauserstrasse 475, 8052 Zürich, ZH",47.42020034790039,8.54835319519043,1052078781,ALDI,POINT (8.54835319519043 47.42020034790039),POINT (8.5568084 47.4193147),945.2060156300463
1662023789-1162,"Seefeldstr. 117, 8008 Zürich, ZH",47.35837936401367,8.554369926452637,765567648,ALDI,POINT (8.554369926452637 47.35837936401367),POINT (8.5376871 47.3737558),2509.978287990487
1662023755-893,"Röntgenstrasse 48, 8005 Zürich, ZH",47.38470458984375,8.527143478393555,4423175779,ALDI,POINT (8.527143478393555 47.38470458984375),POINT (8.5332829 47.3808159),805.5433034281865
1662023789-1170,"Dennlerstr. 24, 8047 Zürich, ZH",47.38156127929688,8.497806549072266,4868938542,ALDI,POINT (8.497806549072266 47.38156127929688),POINT (8.4978671 47.3838311),249.71242696159712
1662023704-515,"Jungholzstrasse 20, 8050 Zürich, ZH",47.41342544555664,8.54434871673584,482763774,ALDI,POINT (8.54434871673584 47.41342544555664),POINT (8.5390336 47.4137334),591.9833439600723
1662023698-466,"Waffenplatzstrasse 80, 8002 Zürich, ZH",47.35564804077149,8.52674674987793,75749133,ALDI,POINT (8.52674674987793 47.35564804077149),POINT (8.5306007 47.3409666),1670.3569446015222
1662023720-643,"Badenerstrasse 595, 8048 Zürich, ZH",47.3852653503418,8.49389934539795,267344304,ALDI,POINT (8.49389934539795 47.3852653503418),POINT (8.4965956 47.3883215),450.3876095536603
1662023764-983,"Am Wasser 161, 8049 Zürich, ZH",47.3994369506836,8.495816230773926,267344304,ALDI,POINT (8.495816230773926 47.3994369506836),POINT (8.4965956 47.3883215),1225.485674413512
1662023745-821,"Ackerstrasse 55, 8005 Zürich, ZH",47.383338928222656,8.532877922058105,4423175779,ALDI,POINT (8.532877922058105 47.383338928222656),POINT (8.5332829 47.3808159),281.0731323908871
1662023795-1207,"Imbisbühlstrasse 108, 8049 Zürich, ZH",47.40587615966797,8.487546920776367,267344304,ALDI,POINT (8.487546920776367 47.40587615966797),POINT (8.4965956 47.3883215),2177.049111264574
1662023692-409,"8055 Zürich, ZH",47.36378860473633,8.509098052978516,4868938542,ALDI,POINT (8.509098052978516 47.36378860473633),POINT (8.4978671 47.3838311),2533.3234258202338
1662023745-836,"Neudorfstr. 17, 8050 Zürich, ZH",47.41176223754883,8.547621726989746,482763774,ALDI,POINT (8.547621726989746 47.41176223754883),POINT (8.5390336 47.4137334),979.2457897105096
1662023789-1173,"Gerhardstrasse 8, 8003 Zürich, ZH",47.37050247192383,8.523018836975098,4423175779,ALDI,POINT (8.523018836975098 47.37050247192383),POINT (8.5332829 47.3808159),1608.981837559234
1662023783-1108,"Karstlernstrasse 14, 8048 Zürich, ZH",47.3899040222168,8.47831916809082,267344304,ALDI,POINT (8.47831916809082 47.3899040222168),POINT (8.4965956 47.3883215),2039.6853243519242
1662023767-995,"Kreuzstrasse 55, 8008 Zürich, ZH",47.364540100097656,8.552120208740234,765567648,ALDI,POINT (8.552120208740234 47.364540100097656),POINT (8.5376871 47.3737558),1898.0447715539608
1662023698-458,"Scheffelstrasse 11, 8037 Zürich, ZH",47.39439010620117,8.529122352600098,4423175779,ALDI,POINT (8.529122352600098 47.39439010620117),POINT (8.5332829 47.3808159),1562.730728083887
1662023742-804,"Emil Oprecht-Str. 1, 8050 Zürich, ZH",47.41197967529297,8.541033744812012,482763774,ALDI,POINT (8.541033744812012 47.41197967529297),POINT (8.5390336 47.4137334),294.3686213741147
1662023701-493,"Herrligweg 9, 8048 Zürich, ZH",47.389892578125,8.484477996826172,267344304,ALDI,POINT (8.484477996826172 47.389892578125),POINT (8.4965956 47.3883215),1358.4488368323543
1662023745-837,"Elisabethenstrasse 28, 8004 Zürich, ZH",47.37369155883789,8.521880149841309,4423175779,ALDI,POINT (8.521880149841309 47.37369155883789),POINT (8.5332829 47.3808159),1490.4388532131052
1662023752-870,"Spindelstrasse 12, 8041 Zürich, ZH",47.33975982666016,8.517643928527832,75749133,ALDI,POINT (8.517643928527832 47.33975982666016),POINT (8.5306007 47.3409666),1446.8260357342951
1662023730-709,"Lehfrauenweg 10, 8053 Zürich, ZH",47.359649658203125,8.589973449707031,2857736035,ALDI,POINT (8.589973449707031 47.359649658203125),POINT (8.5918795 47.405948),5094.789156111782
1662023714-577,"Bachtobelstrasse 23, 8045 Zürich, ZH",47.36090850830078,8.516180038452148,75749133,ALDI,POINT (8.516180038452148 47.36090850830078),POINT (8.5306007 47.3409666),2716.661367799875
1662023786-1148,"Uhlandstrasse 6, 8037 Zürich, ZH",47.39446640014648,8.5289306640625,4423175779,ALDI,POINT (8.5289306640625 47.39446640014648),POINT (8.5332829 47.3808159),1577.1560062312633
1662023793-1189,"Herrligstrasse 36, 8048 Zürich, ZH",47.38893127441406,8.48462200164795,267344304,ALDI,POINT (8.48462200164795 47.38893127441406),POINT (8.4965956 47.3883215),1333.091191573848
1662023786-1142,"Hubenstr. 14, 8057 Zürich, ZH",47.4035758972168,8.558526039123535,1052078781,ALDI,POINT (8.558526039123535 47.4035758972168),POINT (8.5568084 47.4193147),1741.098071738458
1662023795-1209,"Gustav-Gull-Platz 11, 8004 Zürich, ZH",47.379425048828125,8.5318021774292,4423175779,ALDI,POINT (8.5318021774292 47.379425048828125),POINT (8.5332829 47.3808159),224.72439591278925
1662023813-1363,"Nelkenstrasse 20, 8006 Zürich, ZH",47.38184356689453,8.546545028686523,765567648,ALDI,POINT (8.546545028686523 47.38184356689453),POINT (8.5376871 47.3737558),1327.0530377706496
1662023780-1104,"Gustav-Gull-Platz 11, 8004 Zürich, ZH",47.379425048828125,8.5318021774292,4423175779,ALDI,POINT (8.5318021774292 47.379425048828125),POINT (8.5332829 47.3808159),224.72439591278925
1662023723-657,"Dörflistrasse 112, 8050 Zürich, ZH",47.41082382202149,8.547832489013672,482763774,ALDI,POINT (8.547832489013672 47.41082382202149),POINT (8.5390336 47.4137334),1029.3747248362295
1662023736-753,"Schwandenholzstrasse 260, 8046 Zürich, ZH",47.42427444458008,8.519989967346191,482763774,ALDI,POINT (8.519989967346191 47.42427444458008),POINT (8.5390336 47.4137334),2414.055007143903
1662023739-788,"Letzigraben 165, 8047 Zürich, ZH",47.37402725219727,8.495600700378418,4868938542,ALDI,POINT (8.495600700378418 47.37402725219727),POINT (8.4978671 47.3838311),1107.234094490822
1662023795-1218,"Maneggplatz 40, 8041 Zürich, ZH",47.33966827392578,8.520100593566895,75749133,ALDI,POINT (8.520100593566895 47.33966827392578),POINT (8.5306007 47.3409666),1176.2554420268368
1662023745-833,"Jonas-Furrer-Str. 21, 8046 Zürich, ZH",47.42037582397461,8.508238792419434,482763774,ALDI,POINT (8.508238792419434 47.42037582397461),POINT (8.5390336 47.4137334),3501.2679585805167
1662023714-591,"Schulhausstrasse 47, 8002 Zürich, ZH",47.36001968383789,8.528043746948242,765567648,ALDI,POINT (8.528043746948242 47.36001968383789),POINT (8.5376871 47.3737558),1852.3927206032322
1662023793-1187,"Hagenholzstrasse 66, 8050 Zürich, ZH",47.4133186340332,8.556182861328125,1052078781,ALDI,POINT (8.556182861328125 47.4133186340332),POINT (8.5568084 47.4193147),662.9700779785638
1662023767-999,"Holderbachweg 8, 8046 Zürich, ZH",47.41841506958008,8.504903793334961,267344304,ALDI,POINT (8.504903793334961 47.41841506958008),POINT (8.4965956 47.3883215),3436.0128939497827
1662023801-1268,"Jungstrasse 18, 8050 Zürich, ZH",47.41508865356445,8.543237686157227,482763774,ALDI,POINT (8.543237686157227 47.41508865356445),POINT (8.5390336 47.4137334),490.6524288627423
1662023739-790,"Badenerstrasse  250, 8004 Zürich, ZH",47.3759880065918,8.516037940979004,4423175779,ALDI,POINT (8.516037940979004 47.3759880065918),POINT (8.5332829 47.3808159),1989.6901900412736
